Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0.2493328927577313,1,2,1.4176113308861482,1,-0.9026564154793643,-0.8363790003690087,4,1.171467975571152,1,1.274549131071096,-1.0280795325349898,-0.9605989822144693,2,0.25965400009638184,2,-1.0199917921008081,-1.6918548796313269,1.5932969054005723,1,0.32946518787821805,0.0,-0.658910031908753,-0.9262940760054058,-0.2826799810219976,0.6347748805031875,0.3447829952026947,-1.4353439764744702,-1.1250420452922845,-0.7617296286788189,-1.111743226941386
-0.22458605228007691,0,1,1.4652586045936256,1,-0.7801405253007089,1.0994783547897238,1,1.171467975571152,0,-0.4863355913552275,0.3782366969013269,-0.9605989822144693,6,0.25965400009638184,1,-0.7237006099450455,1.2868818975052383,-0.6530010713541675,1,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,-0.07577599491270316,0.6347748805031875,0.3447829952026947,0.8684572624592949,1.284074246880647,1.6402959823579981,-1.111743226941386
-0.34306578853952896,0,1,0.4947588717097428,1,-0.9026564154793643,-0.8363790003690087,1,1.171467975571152,1,0.6386740924171457,0.3782366969013269,-0.9605989822144693,2,1.1671447304332367,2,-0.6661788786107765,-0.33354057987074315,-1.1022606667051156,0,-0.4886384225192036,0.0,0.2659456152884724,-0.9262940760054058,-0.07577599491270316,-0.6897255418004784,-1.0482997426394058,0.5804821075925742,1.284074246880647,1.6402959823579981,1.0086074296262235
-0.6985049973178852,0,2,-1.6418451913834566,1,0.6900501568431568,-0.8363790003690087,1,1.171467975571152,0,-0.8287298429381237,-1.0280795325349898,0.4181662920522946,2,0.25965400009638184,2,-0.25918549652868483,-0.21618727429362472,-1.1022606667051156,1,-0.8976902277179144,0.0,1.1908012624856978,-0.9262940760054058,0.33803197730588574,0.6347748805031875,0.3447829952026947,1.1564324173260154,0.5957553062598093,-0.7617296286788189,1.7153909818154267
-0.46154552479898103,0,2,-0.3453377962905175,1,2.0377249488083673,-1.8043076779483749,1,-1.5733011247335469,1,-1.7091722041512853,0.3782366969013269,-0.9605989822144693,6,0.25965400009638184,0,-0.7229770661546773,0.14075040819521475,-0.6530010713541675,0,1.1475687982756397,0.0,1.1908012624856978,0.5222060562715038,-0.6964879532405865,-2.0142259641041442,-1.0482997426394058,0.004531797859132928,-0.436723104671447,2.440971186036937,-0.05156789865758129
-0.10610631602062487,0,2,1.349902047196575,1,1.1801137175577787,-0.8363790003690087,3,-0.6583780912986473,1,1.3234625955829382,0.3782366969013269,-0.9605989822144693,2,1.1671447304332367,0,-0.8134200399506977,-0.7791388281867944,-1.1022606667051156,0,-1.3067420329166253,0.0,0.2659456152884724,0.5222060562715038,-1.1102959254591755,-0.6897255418004784,0.3447829952026947,-0.859393666741029,-0.436723104671447,0.03894557500012008,-0.40495967475218286
-0.8169847335773373,1,2,-1.767232753771555,1,1.792693168451056,0.1315496772103575,1,0.2565449421362523,1,-0.7798163784262814,-1.0280795325349898,-0.9605989822144693,2,0.25965400009638184,2,-1.0424216496022214,-0.17816939412499833,1.1440373100496244,1,-0.07958661732049277,0.0,-0.658910031908753,-0.9262940760054058,-0.4895839671312921,1.9592753028068535,0.3447829952026947,-0.2834433570075877,-0.436723104671447,-0.7617296286788189,-0.05156789865758129
-1.5278631511340495,0,0,0.7906735189456554,1,0.8125660470218123,-0.8363790003690087,3,1.171467975571152,1,1.4702029891184651,1.7845529263376436,-0.9605989822144693,2,1.1671447304332367,0,-0.7142945406702593,-0.9848657721936255,-0.6530010713541675,1,-0.4886384225192036,0.0,-0.658910031908753,1.9707061885484134,-1.5241038976777643,-0.6897255418004784,-1.0482997426394058,-1.1473688216077496,-1.1250420452922845,-0.7617296286788189,-1.111743226941386
0.36781262901718337,0,2,-1.0951554193713469,1,-0.9026564154793643,0.1315496772103575,1,1.171467975571152,1,-1.024383700985493,0.3782366969013269,-0.9605989822144693,6,1.1671447304332367,2,-0.3492666984295211,-1.4178392150197177,1.1440373100496244,1,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,-0.4895839671312921,0.6347748805031875,0.3447829952026947,-0.5714185118743084,-0.436723104671447,0.03894557500012008,-0.40495967475218286
-0.10610631602062487,0,2,-0.9747833594787723,1,-0.29007696458608695,1.0994783547897238,1,-1.5733011247335469,0,-0.6330759848907545,0.3782366969013269,1.7969315663190586,5,-0.6478367302404731,2,2.562997057802335,1.0191786356386088,-1.1022606667051156,0,-1.3067420329166253,0.0,0.2659456152884724,-0.9262940760054058,0.9587439356337691,1.9592753028068535,0.3447829952026947,2.0203578819261776,0.9399147765702281,0.839620778679059,2.7755663100992316
